bug_id,description_stemmed,Severity,Severity_category
140357,given type privat static class name pointcut resolut namedpointcutresolut pointcut execut public void pointcut aspectj weaver tool java15 pointcut express test java15pointcutexpressiontest public void pointcut public void reflect base deleg unabl resolv pointcut fail either npe stack overflow stackoverflow depend order pointcut definit type problem occur resolv get pointcut type get tri resolv,normal,non-severe
141956,know much intern work aspect aspectj keep pop went troubl check tri debug could hope provid enough inform get fix happen use ajdt never happen fulli clean rebuild seem happen incrment build use project build automat set error happen iter recurs build list method return match error trigger need know interfac parent kind munger use aj itd precis skip boolean should skip shouldskip fals int rtx inter type munger intertypemung size concret type munger concretetypemung munger concret type munger concretetypemung rtx inter type munger intertypemung get munger get munger getmung get kind getkind resolv type munger resolvedtypemung parent should skip shouldskip true break munger get munger getmung return null munger instanc bcel per claus aspect adder bcelperclauseaspectadd naiv fix would check munger get munger getmung null check munger get kind getkind assum bcel per clau aspect adder bcelperclausaspectadd one skip sinc relat aj know much intern architectur weaver magic hope enough inform would appreci someon know intern could specul would never pop clean build increment build increment build haven abl isol kind chang compil trigger although seem got except keep get everi build clean java lang null pointer except nullpointerexcept aspectj weaver resolv type resolvedtyp add and recurs addandrecurs resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp get method without iter getmethodswithoutiter resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp lookup resolv member lookupresolvedmemb resolv type resolvedtyp java aspectj weaver join point signatur iter joinpointsignatureiter find signatur from supertyp findsignaturesfromsupertyp join point signatur iter joinpointsignatureiter java aspectj weaver join point signatur iter joinpointsignatureiter ha next hasnext join point signatur iter joinpointsignatureiter java aspectj weaver pattern signatur pattern signaturepattern match signatur pattern signaturepattern java aspectj weaver pattern kind pointcut kindedpointcut match intern matchintern kind pointcut kindedpointcut java aspectj weaver pattern pointcut match pointcut java aspectj weaver pattern and pointcut andpointcut match intern matchintern and pointcut andpointcut java aspectj weaver pattern pointcut match pointcut java aspectj weaver shadow munger shadowmung match shadow munger shadowmung java aspectj weaver advic match advic java aspectj weaver bcel bcel advic bceladvic match bcel advic bceladvic java aspectj weaver bcel bcel class weaver bcelclassweav match bcel class weaver bcelclassweav java aspectj weaver bcel bcel class weaver bcelclassweav match bcel class weaver bcelclassweav java aspectj weaver bcel bcel class weaver bcelclassweav weav bcel class weaver bcelclassweav java aspectj weaver bcel bcel class weaver bcelclassweav weav bcel class weaver bcelclassweav java aspectj weaver bcel bcel weaver bcelweav weav bcel weaver bcelweav java aspectj weaver bcel bcel weaver bcelweav weav without dump weavewithoutdump bcel weaver bcelweav java aspectj weaver bcel bcel weaver bcelweav weav and notifi weaveandnotifi bcel weaver bcelweav java aspectj weaver bcel bcel weaver bcelweav weav bcel weaver bcelweav java aspectj ajdt intern compil aj compil adapt ajcompileradapt weav aj compil adapt ajcompileradapt java aspectj ajdt intern compil aj compil adapt ajcompileradapt after compil aftercompil aj compil adapt ajcompileradapt java aspectj ajdt intern compil compil adapt compileradapt ajc after return afterreturn aspectj ajdt intern compil compil adapt compileradapt f9cc9ca0 compil adapt compileradapt aj aspectj jdt intern compil compil compil compil java aspectj ajdt intern core builder aj build manag ajbuildmanag perform compil performcompil aj build manag ajbuildmanag java aspectj ajdt intern core builder aj build manag ajbuildmanag do build dobuild aj build manag ajbuildmanag java aspectj ajdt intern core builder aj build manag ajbuildmanag increment build incrementalbuild aj build manag ajbuildmanag java aspectj ajd intern compil adapt compileradapt compil compil adapt compileradapt java aspectj ajd intern aspect build manag aspectjbuildmanag compil thread compilerthread run aspect build manag aspectjbuildmanag java,normal,non-severe
141956,know much intern work aspect aspectj keep pop went troubl check tri debug could hope provid enough inform get fix happen use ajdt never happen fulli clean rebuild seem happen incrment build use project build automat set error happen iter recurs build list method return match error trigger need know interfac parent kind munger use aj itd precis skip boolean should skip shouldskip fals int rtx inter type munger intertypemung size concret type munger concretetypemung munger concret type munger concretetypemung rtx inter type munger intertypemung get munger get munger getmung get kind getkind resolv type munger resolvedtypemung parent should skip shouldskip true break munger get munger getmung return null munger instanc bcel per claus aspect adder bcelperclauseaspectadd naiv fix would check munger get munger getmung null check munger get kind getkind assum bcel per clau aspect adder bcelperclausaspectadd one skip sinc relat aj know much intern architectur weaver magic hope enough inform would appreci someon know intern could specul would never pop clean build increment build increment build haven abl isol kind chang compil trigger although seem got except keep get everi build clean java lang null pointer except nullpointerexcept aspectj weaver resolv type resolvedtyp add and recurs addandrecurs resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp get method without iter getmethodswithoutiter resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp lookup resolv member lookupresolvedmemb resolv type resolvedtyp java aspectj weaver join point signatur iter joinpointsignatureiter find signatur from supertyp findsignaturesfromsupertyp join point signatur iter joinpointsignatureiter java aspectj weaver join point signatur iter joinpointsignatureiter ha next hasnext join point signatur iter joinpointsignatureiter java aspectj weaver pattern signatur pattern signaturepattern match signatur pattern signaturepattern java aspectj weaver pattern kind pointcut kindedpointcut match intern matchintern kind pointcut kindedpointcut java aspectj weaver pattern pointcut match pointcut java aspectj weaver pattern and pointcut andpointcut match intern matchintern and pointcut andpointcut java aspectj weaver pattern pointcut match pointcut java aspectj weaver shadow munger shadowmung match shadow munger shadowmung java aspectj weaver advic match advic java aspectj weaver bcel bcel advic bceladvic match bcel advic bceladvic java aspectj weaver bcel bcel class weaver bcelclassweav match bcel class weaver bcelclassweav java aspectj weaver bcel bcel class weaver bcelclassweav match bcel class weaver bcelclassweav java aspectj weaver bcel bcel class weaver bcelclassweav weav bcel class weaver bcelclassweav java aspectj weaver bcel bcel class weaver bcelclassweav weav bcel class weaver bcelclassweav java aspectj weaver bcel bcel weaver bcelweav weav bcel weaver bcelweav java aspectj weaver bcel bcel weaver bcelweav weav without dump weavewithoutdump bcel weaver bcelweav java aspectj weaver bcel bcel weaver bcelweav weav and notifi weaveandnotifi bcel weaver bcelweav java aspectj weaver bcel bcel weaver bcelweav weav bcel weaver bcelweav java aspectj ajdt intern compil aj compil adapt ajcompileradapt weav aj compil adapt ajcompileradapt java aspectj ajdt intern compil aj compil adapt ajcompileradapt after compil aftercompil aj compil adapt ajcompileradapt java aspectj ajdt intern compil compil adapt compileradapt ajc after return afterreturn aspectj ajdt intern compil compil adapt compileradapt f9cc9ca0 compil adapt compileradapt aj aspectj jdt intern compil compil compil compil java aspectj ajdt intern core builder aj build manag ajbuildmanag perform compil performcompil aj build manag ajbuildmanag java aspectj ajdt intern core builder aj build manag ajbuildmanag do build dobuild aj build manag ajbuildmanag java aspectj ajdt intern core builder aj build manag ajbuildmanag increment build incrementalbuild aj build manag ajbuildmanag java aspectj ajd intern compil adapt compileradapt compil compil adapt compileradapt java aspectj ajd intern aspect build manag aspectjbuildmanag compil thread compilerthread run aspect build manag aspectjbuildmanag java,normal,non-severe
141956,know much intern work aspect aspectj keep pop went troubl check tri debug could hope provid enough inform get fix happen use ajdt never happen fulli clean rebuild seem happen incrment build use project build automat set error happen iter recurs build list method return match error trigger need know interfac parent kind munger use aj itd precis skip boolean should skip shouldskip fals int rtx inter type munger intertypemung size concret type munger concretetypemung munger concret type munger concretetypemung rtx inter type munger intertypemung get munger get munger getmung get kind getkind resolv type munger resolvedtypemung parent should skip shouldskip true break munger get munger getmung return null munger instanc bcel per claus aspect adder bcelperclauseaspectadd naiv fix would check munger get munger getmung null check munger get kind getkind assum bcel per clau aspect adder bcelperclausaspectadd one skip sinc relat aj know much intern architectur weaver magic hope enough inform would appreci someon know intern could specul would never pop clean build increment build increment build haven abl isol kind chang compil trigger although seem got except keep get everi build clean java lang null pointer except nullpointerexcept aspectj weaver resolv type resolvedtyp add and recurs addandrecurs resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp get method without iter getmethodswithoutiter resolv type resolvedtyp java aspectj weaver resolv type resolvedtyp lookup resolv member lookupresolvedmemb resolv type resolvedtyp java aspectj weaver join point signatur iter joinpointsignatureiter find signatur from supertyp findsignaturesfromsupertyp join point signatur iter joinpointsignatureiter java aspectj weaver join point signatur iter joinpointsignatureiter ha next hasnext join point signatur iter joinpointsignatureiter java aspectj weaver pattern signatur pattern signaturepattern match signatur pattern signaturepattern java aspectj weaver pattern kind pointcut kindedpointcut match intern matchintern kind pointcut kindedpointcut java aspectj weaver pattern pointcut match pointcut java aspectj weaver pattern and pointcut andpointcut match intern matchintern and pointcut andpointcut java aspectj weaver pattern pointcut match pointcut java aspectj weaver shadow munger shadowmung match shadow munger shadowmung java aspectj weaver advic match advic java aspectj weaver bcel bcel advic bceladvic match bcel advic bceladvic java aspectj weaver bcel bcel class weaver bcelclassweav match bcel class weaver bcelclassweav java aspectj weaver bcel bcel class weaver bcelclassweav match bcel class weaver bcelclassweav java aspectj weaver bcel bcel class weaver bcelclassweav weav bcel class weaver bcelclassweav java aspectj weaver bcel bcel class weaver bcelclassweav weav bcel class weaver bcelclassweav java aspectj weaver bcel bcel weaver bcelweav weav bcel weaver bcelweav java aspectj weaver bcel bcel weaver bcelweav weav without dump weavewithoutdump bcel weaver bcelweav java aspectj weaver bcel bcel weaver bcelweav weav and notifi weaveandnotifi bcel weaver bcelweav java aspectj weaver bcel bcel weaver bcelweav weav bcel weaver bcelweav java aspectj ajdt intern compil aj compil adapt ajcompileradapt weav aj compil adapt ajcompileradapt java aspectj ajdt intern compil aj compil adapt ajcompileradapt after compil aftercompil aj compil adapt ajcompileradapt java aspectj ajdt intern compil compil adapt compileradapt ajc after return afterreturn aspectj ajdt intern compil compil adapt compileradapt f9cc9ca0 compil adapt compileradapt aj aspectj jdt intern compil compil compil compil java aspectj ajdt intern core builder aj build manag ajbuildmanag perform compil performcompil aj build manag ajbuildmanag java aspectj ajdt intern core builder aj build manag ajbuildmanag do build dobuild aj build manag ajbuildmanag java aspectj ajdt intern core builder aj build manag ajbuildmanag increment build incrementalbuild aj build manag ajbuildmanag java aspectj ajd intern compil adapt compileradapt compil compil adapt compileradapt java aspectj ajd intern aspect build manag aspectjbuildmanag compil thread compilerthread run aspect build manag aspectjbuildmanag java,normal,non-severe
142466,see pr125480 copi good basi check defin concret aspect unimpl abstract method aspect concret,normal,non-severe
142466,see pr125480 copi good basi check defin concret aspect unimpl abstract method aspect concret,normal,non-severe
143930,,enhancement,enhancement
143930,,enhancement,enhancement
143930,,enhancement,enhancement
143930,,enhancement,enhancement
143930,,enhancement,enhancement
144717,except produc pars pointcut us array type arg use reflect world pointcut parser support aspectj weaver except bcexcept call name to signatur nametosignatur someth look like signatur descriptor ljava lang string aspectj weaver unresolv type unresolvedtyp name to signatur nametosignatur unresolv type unresolvedtyp java aspectj weaver unresolv type unresolvedtyp for name fornam unresolv type unresolvedtyp java aspectj weaver reflect java15 reflect base refer type deleg java15reflectionbasedreferencetypedeleg get declar pointcut getdeclaredpointcut java15 reflect base refer type deleg java15reflectionbasedreferencetypedeleg java aspectj weaver refer type referencetyp get declar pointcut getdeclaredpointcut refer type referencetyp java aspectj weaver resolv type resolvedtyp get resolv type resolvedtyp java aspectj weaver iter ha next hasnext iter java aspectj weaver iter ha next hasnext iter java aspectj weaver resolv type resolvedtyp find pointcut findpointcut resolv type resolvedtyp java aspectj weaver pattern refer pointcut referencepointcut resolv bind resolvebind refer pointcut referencepointcut java aspectj weaver pattern pointcut resolv pointcut java aspectj weaver tool pointcut parser pointcutpars resolv pointcut express resolvepointcutexpress pointcut parser pointcutpars java aspectj weaver tool pointcut parser pointcutpars pars pointcut express parsepointcutexpress pointcut parser pointcutpars java aspectj weaver tool java15 pointcut express test java15pointcutexpressiontest test array type in arg testarraytypeinarg java15 pointcut express test java15pointcutexpressiontest java sun reflect nativ method accessor impl nativemethodaccessorimpl invoke0 nativ method sun reflect nativ method accessor impl nativemethodaccessorimpl invok nativ method accessor impl nativemethodaccessorimpl java sun reflect deleg method accessor impl delegatingmethodaccessorimpl invok deleg method accessor impl delegatingmethodaccessorimpl java java lang reflect method invok method java junit framework test case testcas run test runtest test case testcas java junit framework test case testcas run bare runbar test case testcas java junit framework test result testresult protect test result testresult java junit framework test result testresult run protect runprotect test result testresult java junit framework test result testresult run test result testresult java junit framework test case testcas run test case testcas java junit framework test suit testsuit run test runtest test suit testsuit java junit framework test suit testsuit run test suit testsuit java junit framework test suit testsuit run test runtest test suit testsuit java junit framework test suit testsuit run test suit testsuit java jdt intern junit runner remot test runner remotetestrunn run test runtest remot test runner remotetestrunn java jdt intern junit runner remot test runner remotetestrunn run remot test runner remotetestrunn java jdt intern junit runner remot test runner remotetestrunn main remot test runner remotetestrunn java,normal,non-severe
145086,simon ran problem set valu attach patch fix case properli verifi work case java lang null pointer except nullpointerexcept aspectj runtim reflect signatur impl signatureimpl cach impl cacheimpl set signatur impl signatureimpl java aspectj runtim reflect signatur impl signatureimpl to string tostr signatur impl signatureimpl java aspectj runtim reflect signatur impl signatureimpl to string tostr signatur impl signatureimpl java,normal,non-severe
146546,,enhancement,enhancement
146546,,enhancement,enhancement
147711,number case tool get confus gener aj member aj synthet ajsynthet mark synthet attribut past upset tool recent exampl jaxb post list perthi claus aspect match type jaxb annot user longer abl use jaxb seriou issu prevent usag jaxb type introduc properti aj synthet ajsynthet member jaxb solut ignor field annot xml transient xmltransient sinc field exist user program even,enhancement,enhancement
147711,number case tool get confus gener aj member aj synthet ajsynthet mark synthet attribut past upset tool recent exampl jaxb post list perthi claus aspect match type jaxb annot user longer abl use jaxb seriou issu prevent usag jaxb type introduc properti aj synthet ajsynthet member jaxb solut ignor field annot xml transient xmltransient sinc field exist user program even,enhancement,enhancement
147711,number case tool get confus gener aj member aj synthet ajsynthet mark synthet attribut past upset tool recent exampl jaxb post list perthi claus aspect match type jaxb annot user longer abl use jaxb seriou issu prevent usag jaxb type introduc properti aj synthet ajsynthet member jaxb solut ignor field annot xml transient xmltransient sinc field exist user program even,enhancement,enhancement
147711,number case tool get confus gener aj member aj synthet ajsynthet mark synthet attribut past upset tool recent exampl jaxb post list perthi claus aspect match type jaxb annot user longer abl use jaxb seriou issu prevent usag jaxb type introduc properti aj synthet ajsynthet member jaxb solut ignor field annot xml transient xmltransient sinc field exist user program even,enhancement,enhancement
147711,number case tool get confus gener aj member aj synthet ajsynthet mark synthet attribut past upset tool recent exampl jaxb post list perthi claus aspect match type jaxb annot user longer abl use jaxb seriou issu prevent usag jaxb type introduc properti aj synthet ajsynthet member jaxb solut ignor field annot xml transient xmltransient sinc field exist user program even,enhancement,enhancement
147711,number case tool get confus gener aj member aj synthet ajsynthet mark synthet attribut past upset tool recent exampl jaxb post list perthi claus aspect match type jaxb annot user longer abl use jaxb seriou issu prevent usag jaxb type introduc properti aj synthet ajsynthet member jaxb solut ignor field annot xml transient xmltransient sinc field exist user program even,enhancement,enhancement
147711,number case tool get confus gener aj member aj synthet ajsynthet mark synthet attribut past upset tool recent exampl jaxb post list perthi claus aspect match type jaxb annot user longer abl use jaxb seriou issu prevent usag jaxb type introduc properti aj synthet ajsynthet member jaxb solut ignor field annot xml transient xmltransient sinc field exist user program even,enhancement,enhancement
147711,number case tool get confus gener aj member aj synthet ajsynthet mark synthet attribut past upset tool recent exampl jaxb post list perthi claus aspect match type jaxb annot user longer abl use jaxb seriou issu prevent usag jaxb type introduc properti aj synthet ajsynthet member jaxb solut ignor field annot xml transient xmltransient sinc field exist user program even,enhancement,enhancement
147801,get class format error classformaterror tri perform runtim weav runtimeweav b2 db2 class class woven ibm db2 jdbc app b2 prepar statement db2preparedstat full messag except java lang class format error classformaterror repetit method name signatur class file ibm db2 jdbc app b2 prepar statement db2preparedstat examin post weav postweav class file look aspectj defin duplic method within class call get paramet meta data getparametermetadata messag weaver info stdout info weav ibm db2 jdbc app b2 callabl statement db2callablestat info stdout info weaver oper reweav mode need verifi requir type exist info stdout info weav ibm db2 jdbc app b2 prepar statement db2preparedstat info stdout info weaver oper reweav mode need verifi requir type exist info stdout weaveinfo join point method execut methodexecut java sql result set resultset ibm db2 jdbc app b2 prepar statement db2preparedstat execut queri executequeri type ibm db2 jdbc app b2 prepar statement db2preparedstat b2 prepar statement db2preparedstat java advis advic ibm tivoli itcam toolkit aspectj captur capturejdbc captur statement capturesqlstat captur statement capturesqlstat aj runtim info stdout weaveinfo join point method execut methodexecut java sql result set resultset ibm db2 jdbc app b2 prepar statement db2preparedstat execut queri executequeri type ibm db2 jdbc app b2 prepar statement db2preparedstat b2 prepar statement db2preparedstat java advis after return afterreturn advic ibm tivoli itcam toolkit aspectj captur capturejdbc captur statement capturesqlstat captur statement capturesqlstat aj runtim info stdout weaveinfo join point method execut methodexecut java sql result set resultset ibm db2 jdbc app b2 prepar statement db2preparedstat execut queri executequeri type ibm db2 jdbc app b2 prepar statement db2preparedstat b2 prepar statement db2preparedstat java advis after throw afterthrow advic ibm tivoli itcam toolkit aspectj captur capturejdbc captur statement capturesqlstat captur statement capturesqlstat aj runtim info stdout weaveinfo join point method execut methodexecut boolean ibm db2 jdbc app b2 prepar statement db2preparedstat execut type ibm db2 jdbc app b2 prepar statement db2preparedstat b2 prepar statement db2preparedstat java advis advic ibm tivoli itcam toolkit aspectj captur capturejdbc captur statement capturesqlstat captur statement capturesqlstat aj runtim info stdout weaveinfo join point method execut methodexecut boolean ibm db2 jdbc app b2 prepar statement db2preparedstat execut type ibm db2 jdbc app b2 prepar statement db2preparedstat b2 prepar statement db2preparedstat java advis after return afterreturn advic ibm tivoli itcam toolkit aspectj captur capturejdbc captur statement capturesqlstat captur statement capturesqlstat aj runtim,minor,non-severe
147801,get class format error classformaterror tri perform runtim weav runtimeweav b2 db2 class class woven ibm db2 jdbc app b2 prepar statement db2preparedstat full messag except java lang class format error classformaterror repetit method name signatur class file ibm db2 jdbc app b2 prepar statement db2preparedstat examin post weav postweav class file look aspectj defin duplic method within class call get paramet meta data getparametermetadata messag weaver info stdout info weav ibm db2 jdbc app b2 callabl statement db2callablestat info stdout info weaver oper reweav mode need verifi requir type exist info stdout info weav ibm db2 jdbc app b2 prepar statement db2preparedstat info stdout info weaver oper reweav mode need verifi requir type exist info stdout weaveinfo join point method execut methodexecut java sql result set resultset ibm db2 jdbc app b2 prepar statement db2preparedstat execut queri executequeri type ibm db2 jdbc app b2 prepar statement db2preparedstat b2 prepar statement db2preparedstat java advis advic ibm tivoli itcam toolkit aspectj captur capturejdbc captur statement capturesqlstat captur statement capturesqlstat aj runtim info stdout weaveinfo join point method execut methodexecut java sql result set resultset ibm db2 jdbc app b2 prepar statement db2preparedstat execut queri executequeri type ibm db2 jdbc app b2 prepar statement db2preparedstat b2 prepar statement db2preparedstat java advis after return afterreturn advic ibm tivoli itcam toolkit aspectj captur capturejdbc captur statement capturesqlstat captur statement capturesqlstat aj runtim info stdout weaveinfo join point method execut methodexecut java sql result set resultset ibm db2 jdbc app b2 prepar statement db2preparedstat execut queri executequeri type ibm db2 jdbc app b2 prepar statement db2preparedstat b2 prepar statement db2preparedstat java advis after throw afterthrow advic ibm tivoli itcam toolkit aspectj captur capturejdbc captur statement capturesqlstat captur statement capturesqlstat aj runtim info stdout weaveinfo join point method execut methodexecut boolean ibm db2 jdbc app b2 prepar statement db2preparedstat execut type ibm db2 jdbc app b2 prepar statement db2preparedstat b2 prepar statement db2preparedstat java advis advic ibm tivoli itcam toolkit aspectj captur capturejdbc captur statement capturesqlstat captur statement capturesqlstat aj runtim info stdout weaveinfo join point method execut methodexecut boolean ibm db2 jdbc app b2 prepar statement db2preparedstat execut type ibm db2 jdbc app b2 prepar statement db2preparedstat b2 prepar statement db2preparedstat java advis after return afterreturn advic ibm tivoli itcam toolkit aspectj captur capturejdbc captur statement capturesqlstat captur statement capturesqlstat aj runtim,minor,non-severe
147801,get class format error classformaterror tri perform runtim weav runtimeweav b2 db2 class class woven ibm db2 jdbc app b2 prepar statement db2preparedstat full messag except java lang class format error classformaterror repetit method name signatur class file ibm db2 jdbc app b2 prepar statement db2preparedstat examin post weav postweav class file look aspectj defin duplic method within class call get paramet meta data getparametermetadata messag weaver info stdout info weav ibm db2 jdbc app b2 callabl statement db2callablestat info stdout info weaver oper reweav mode need verifi requir type exist info stdout info weav ibm db2 jdbc app b2 prepar statement db2preparedstat info stdout info weaver oper reweav mode need verifi requir type exist info stdout weaveinfo join point method execut methodexecut java sql result set resultset ibm db2 jdbc app b2 prepar statement db2preparedstat execut queri executequeri type ibm db2 jdbc app b2 prepar statement db2preparedstat b2 prepar statement db2preparedstat java advis advic ibm tivoli itcam toolkit aspectj captur capturejdbc captur statement capturesqlstat captur statement capturesqlstat aj runtim info stdout weaveinfo join point method execut methodexecut java sql result set resultset ibm db2 jdbc app b2 prepar statement db2preparedstat execut queri executequeri type ibm db2 jdbc app b2 prepar statement db2preparedstat b2 prepar statement db2preparedstat java advis after return afterreturn advic ibm tivoli itcam toolkit aspectj captur capturejdbc captur statement capturesqlstat captur statement capturesqlstat aj runtim info stdout weaveinfo join point method execut methodexecut java sql result set resultset ibm db2 jdbc app b2 prepar statement db2preparedstat execut queri executequeri type ibm db2 jdbc app b2 prepar statement db2preparedstat b2 prepar statement db2preparedstat java advis after throw afterthrow advic ibm tivoli itcam toolkit aspectj captur capturejdbc captur statement capturesqlstat captur statement capturesqlstat aj runtim info stdout weaveinfo join point method execut methodexecut boolean ibm db2 jdbc app b2 prepar statement db2preparedstat execut type ibm db2 jdbc app b2 prepar statement db2preparedstat b2 prepar statement db2preparedstat java advis advic ibm tivoli itcam toolkit aspectj captur capturejdbc captur statement capturesqlstat captur statement capturesqlstat aj runtim info stdout weaveinfo join point method execut methodexecut boolean ibm db2 jdbc app b2 prepar statement db2preparedstat execut type ibm db2 jdbc app b2 prepar statement db2preparedstat b2 prepar statement db2preparedstat java advis after return afterreturn advic ibm tivoli itcam toolkit aspectj captur capturejdbc captur statement capturesqlstat captur statement capturesqlstat aj runtim,minor,non-severe
147845,program compil happili fail error type meet specif type paramet extend my base mybas gener type base abstract aspect middl extend my base mybas extend base program interfac my base mybas interfac my marker mymark extend my base mybas abstract aspect base extend my base mybas abstract aspect middl extend my base mybas extend base aspect sub extend middl my marker mymark,normal,non-severe
147845,program compil happili fail error type meet specif type paramet extend my base mybas gener type base abstract aspect middl extend my base mybas extend base program interfac my base mybas interfac my marker mymark extend my base mybas abstract aspect base extend my base mybas abstract aspect middl extend my base mybas extend base aspect sub extend middl my marker mymark,normal,non-severe
148007,,normal,non-severe
148007,,normal,non-severe
148007,,normal,non-severe
148219,use ajdt zip aspectj code public aspect my messag mymessag pointcut get resourc string getresourcestr string key arg key call common plugin commonplugin get resourc string getresourcestr string string around string key get resourc string getresourcestr key return key warn messag paramet key never read see screenshot,normal,non-severe
148219,use ajdt zip aspectj code public aspect my messag mymessag pointcut get resourc string getresourcestr string key arg key call common plugin commonplugin get resourc string getresourcestr string string around string key get resourc string getresourcestr key return key warn messag paramet key never read see screenshot,normal,non-severe
148388,,normal,non-severe
148409,use aspect aspectj load time weav spring c1 rc1 inject entiti get follow except java lang class cast except classcastexcept aspectj apach bcel classfil signatur type variabl signatur typevariablesignatur aspectj weaver unresolv type unresolvedtyp for gener type signatur forgenerictypesignatur unresolv type unresolvedtyp java aspectj weaver bcel bcel world bcelworld add sourc object type addsourceobjecttyp bcel world bcelworld java aspectj weaver loadtim class loader weav adaptor classloaderweavingadaptor accept class loader weav adaptor classloaderweavingadaptor java aspectj weaver tool weav adaptor weavingadaptor should weav shouldweav weav adaptor weavingadaptor java aspectj weaver tool weav adaptor weavingadaptor weav class weaveclass weav adaptor weavingadaptor java aspectj weaver loadtim aj pre process preprocess aj java aspectj weaver loadtim class pre processor agent adapt classpreprocessoragentadapt transform class pre processor agent adapt classpreprocessoragentadapt java sun instrument transform manag transformermanag transform transform manag transformermanag java sun instrument instrument impl instrumentationimpl transform instrument impl instrumentationimpl java java lang class loader classload defin class1 defineclass1 nativ method examin call stack debugg seem happen weaver attempt determin whether particular class weav except thrown follow method cast highlight public static unresolv type unresolvedtyp for gener type signatur forgenerictypesignatur string string declar gener sig declaredgenericsig unresolv type unresolvedtyp ret unresolv type unresolvedtyp for signatur forsignatur ret type kind typekind type kind typekind gener class signatur classsignatur csig new gener signatur parser genericsignaturepars pars class signatur parseasclasssignatur declar gener sig declaredgenericsig signatur formal type paramet formaltypeparamet ftp csig formal type paramet formaltypeparamet ret type variabl typevari new type variabl typevari ftp length int ftp length signatur formal type paramet formaltypeparamet paramet ftp signatur class type signatur classtypesignatur ct signatur class type signatur classtypesignatur paramet class bound classbound except ret type variabl typevari new type variabl typevari ftp identifi unresolv type unresolvedtyp for signatur forsignatur ct outer type outertyp identifi ret signatur erasur signatureerasur ret signatur ret signatur erasur signatureerasur return ret class question one requir weav follow signatur public class hibern entiti hibernateentitydao interfac interfacet extend secur entiti securityent concret concretet extend interfac interfacet extend hibern dao support hibernatedaosupport implement entiti entitydao interfac interfacet except happen paramet class bound classbound member type signatur class type signatur classtypesignatur instanc signatur type variabl signatur typevariablesignatur loop variabl paramet identifi concret concretet look like signatur second type paramet concret concretet trip weaver,normal,non-severe
148409,use aspect aspectj load time weav spring c1 rc1 inject entiti get follow except java lang class cast except classcastexcept aspectj apach bcel classfil signatur type variabl signatur typevariablesignatur aspectj weaver unresolv type unresolvedtyp for gener type signatur forgenerictypesignatur unresolv type unresolvedtyp java aspectj weaver bcel bcel world bcelworld add sourc object type addsourceobjecttyp bcel world bcelworld java aspectj weaver loadtim class loader weav adaptor classloaderweavingadaptor accept class loader weav adaptor classloaderweavingadaptor java aspectj weaver tool weav adaptor weavingadaptor should weav shouldweav weav adaptor weavingadaptor java aspectj weaver tool weav adaptor weavingadaptor weav class weaveclass weav adaptor weavingadaptor java aspectj weaver loadtim aj pre process preprocess aj java aspectj weaver loadtim class pre processor agent adapt classpreprocessoragentadapt transform class pre processor agent adapt classpreprocessoragentadapt java sun instrument transform manag transformermanag transform transform manag transformermanag java sun instrument instrument impl instrumentationimpl transform instrument impl instrumentationimpl java java lang class loader classload defin class1 defineclass1 nativ method examin call stack debugg seem happen weaver attempt determin whether particular class weav except thrown follow method cast highlight public static unresolv type unresolvedtyp for gener type signatur forgenerictypesignatur string string declar gener sig declaredgenericsig unresolv type unresolvedtyp ret unresolv type unresolvedtyp for signatur forsignatur ret type kind typekind type kind typekind gener class signatur classsignatur csig new gener signatur parser genericsignaturepars pars class signatur parseasclasssignatur declar gener sig declaredgenericsig signatur formal type paramet formaltypeparamet ftp csig formal type paramet formaltypeparamet ret type variabl typevari new type variabl typevari ftp length int ftp length signatur formal type paramet formaltypeparamet paramet ftp signatur class type signatur classtypesignatur ct signatur class type signatur classtypesignatur paramet class bound classbound except ret type variabl typevari new type variabl typevari ftp identifi unresolv type unresolvedtyp for signatur forsignatur ct outer type outertyp identifi ret signatur erasur signatureerasur ret signatur ret signatur erasur signatureerasur return ret class question one requir weav follow signatur public class hibern entiti hibernateentitydao interfac interfacet extend secur entiti securityent concret concretet extend interfac interfacet extend hibern dao support hibernatedaosupport implement entiti entitydao interfac interfacet except happen paramet class bound classbound member type signatur class type signatur classtypesignatur instanc signatur type variabl signatur typevariablesignatur loop variabl paramet identifi concret concretet look like signatur second type paramet concret concretet trip weaver,normal,non-severe
148693,,normal,non-severe
148693,,normal,non-severe
148727,separ compil follow program break 2rc1 recent chang mark aspect method synthet public aspect asp public class client public static void main string argz system println call aspect of aspectof asp aspect of aspectof devel scratch synthet ajc classpath asp jar classpath client java devel scratch synthet client java error method aspect of aspectof undefi type asp system println call aspect of aspectof asp aspect of aspectof error devel scratch synthet javac classpath asp jar classpath client java client java cannot find symbol symbol method aspect of aspectof locat class asp system println call aspect of aspectof asp aspect of aspectof error clearli vital extern user librari abl call api method like aspect of aspectof librari aspect work devel scratch synthet ajc aj client java devel scratch synthet java client call aspect of aspectof asp b89838 patch integr cv tree follow,blocker,severe
